id,name,urlname,link,rating,created,description,organiserName,organiserMemberId
18360361,"LA Big Data Analytics","Big-Data-Business-Analytics","http://www.meetup.com/Big-Data-Business-Analytics/",0,1421807218000,"<p>This group is focused at learning, adapting and applying Big Data tools and technologies to distill information from big data.</p>","Joydeep Singh",110530722
19745837,"Los Angeles Qumulo User Group (Max Q)","maxqla","http://www.meetup.com/maxqla/",0,1458687816000,"<p>Max Q is a Qumulo user group. However, you don't need to be a current Qumulo customer to join us - VM/hardware eval'ers and storage enthusiasts are welcome! Meeting topics run the gamut from Qumulo product updates to user community ""show and tell"" -- see what others have done with their Qumulo clusters and how they've leveraged the API to build more efficient workflows. Max Q is also a great venue for users and enthusiasts to provide product/feature feedback -- help us build the world's best data-aware scale-out NAS! About Qumulo: Qumulo, headquartered in Seattle, pioneered data-aware scale-out NAS, which enables enterprises to manage and store enormous numbers of digital assets by building real-time analytics directly into the file system itself. Qumulo Core is a software-only solution designed to leverage the price/performance of commodity hardware coupled with the modern technologies of flash, virtualization and cloud. Qumulo was founded in 2012 by the inventors of scale-out NAS, and has attracted a team of storage innovators from Isilon, Amazon Web Services, Google, and Microsoft. Qumulo has raised $67 million in two rounds of funding from leading investors. For more information, visit www.qumulo.com.</p>","Qumulo",201523406
18393654,"CloudStack LA User Group","CloudStack-LA-User-Group","http://www.meetup.com/CloudStack-LA-User-Group/",0,1422568869000,"What is Apache CloudStack? Apache CloudStack is open source software designed to deploy and manage large networks of virtual machines, as a highly available, highly scalable Infrastructure as a Service (IaaS) cloud computing platform. CloudStack is used by a number of service providers to offer public cloud services, and by many companies to provide an on-premises (private) cloud offering, or as part of a hybrid cloud solution. CloudStack is a turnkey solution that includes the entire ""stack"" of features most organizations want with an IaaS cloud: compute orchestration, Network-as-a-Service, user and account management, a full and open native API, resource accounting, and a first-class User Interface (UI). CloudStack currently supports the most popular hypervisors: VMware, KVM, XenServer and Xen Cloud Platform (XCP) and Hyper-V. Users can manage their cloud with an easy to use Web interface, command line tools, and/or a full-featured RESTful API. In addition, CloudStack provides an API that's compatible with AWS EC2 and S3 for organizations that wish to deploy hybrid clouds. Join the CloudStack Silicon Valley User Group Anyone is welcome! We will have talks from members of the foundation, committers, and users of CloudStack discussing various aspects of its development, history, architecture, operation and in general the direction of the project in this and upcoming meetups. And most importantly - how to get started on contributing yourself! Anyone is welcome to the group and we'll have beginner sessions available as well.","Julia Simon",207984550
1435707,"LA Cloud Computing","LACloud","http://www.meetup.com/LACloud/",4.51,1239866405000,"<p>We are creative business professionals in the Cloud and IT space building a publicly accessible and cool grassroots Cloud network within the Los Angeles community.</p>","Matt Atkin",200731271
16924222,"Deep Learning | Los Angeles","Deep-Learning-Meetup-Los-Angeles","http://www.meetup.com/Deep-Learning-Meetup-Los-Angeles/",5,1410389939000,"<p>We are Southern California's largest consortium for Deep Learning / Deep Neural Networks. &nbsp;We are open to all Data Scientists, Data Nerds, Machine Learning Specialists, and anyone interested in the field of Deep Learning in Machine Learning architecture and Data Science.&nbsp;</p>
<p>If you are interested in organizing an event with us, or if you seek consulting services with regard to Deep Learning / Deep Neural Networks / Machine Learning, please write to one of the group organizers. &nbsp;Your message will be answered as soon as possible.&nbsp;</p>
<p>TEAM:</p>
<p>Kevin Mehrabi, MBA. -&nbsp;Founder &amp; Chairman</p>
<p>Dr. Elnaz Nouri, PhD. -&nbsp;Co-Founder and Organizer</p>
<p>Dr. Debajyoti (Deb) Ray, PhD. -&nbsp;Co-Founder and Organizer</p>
<p> <br></p>
<p><a href=""https://www.facebook.com/groups/945209092227231/"">https://www.facebook.com/groups/945209092227231/</a></p>
<p><a href=""https://www.facebook.com/groups/945209092227231/"">Facebook Page</a> <br> </p>","Kevin Mehrabi",94339162
1740863,"LA Machine Learning","Los-Angeles-Machine-Learning-Data-Science","http://www.meetup.com/Los-Angeles-Machine-Learning-Data-Science/",4.67,1290309849000,"<p><span>The</span> LA Machine Learning Meetup <span>began with events discussing a large variety of machine learning topics such as classification, clustering, neural networks, graphical algorithms, information retrieval, search, game theory, computational learning theory, reinforcement learning, collaborative filtering etc. More recently, a</span> <a href=""http://www.meetup.com/LA-Machine-Learning/events/161322792/"">Data Science Track</a> <span>was launched with the focus on business applications and the entire process of data mining (e.g. business understanding, data collection, exploratory data analysis, data transformations, feature engineering, modeling, model validation, deployment, communication of results). While in fact Machine Learning is a part of Data Science and not the other way around, rather than starting a new meetup group, Data Science is featured within the already existing Machine Learning meetup.</span></p>","Jon Morra",142103402
19356225,"Los Angeles AESA Computer Committee Forum","AESAComputer","http://www.meetup.com/AESAComputer/",0,1453074106000,"<p>The Los Angeles AESA Computer Group is a young community of like-minded Engineers, Scientists and Technologists who are working with or interested in Computers, Computer Science, IT Security, Cyber Security, IoT and related technologies. We plan on meeting regularly at least once a month, on the second Wed, for high level talks on the technology topics, share war stories, find solutions to difficult problems, help each other find jobs and to mingle and network together with fellow IT folks, technical managers, programmers, system admins, web developers. This group is part of AESA (Armenian Engineers &amp;amp; Scientists of America), a not-for-profit organization.</p>
<p> <br></p>
<p>Contact us at aesacc2015 at gmail dot com <br></p>","Vazgen Ghoogassian",209307160
11488322,"Data Science LA","Data-Science-Los-Angeles","http://www.meetup.com/Data-Science-Los-Angeles/",4.96,1387308808000,"<p>This meetup aims at bringing together data scientists, statisticians, business analysts, data miners, machine learning researchers, data engineers, software developers, data hackers along with startup co-founders, tech, business and analytics executives and anyone interested in extracting knowledge and business value from data. </p>
<p>UPDATE: Rather than starting this separate Data Science Meetup Group, I (Szilard) joined the organizing team of the <a href=""http://www.meetup.com/LA-Machine-Learning/"">LA Machine Learning Meetup</a> and I am running a Data Science track/meetup within that group. Events might be cross-posted here though. Also check out our site <a href=""http://datascience.la/"">datascience.la</a> with materials from various data science meetups, interesting blog posts and much more.<br>

</p>","Eduardo Arino de la Rubia",8470505
4897862,"Los Angeles Salesforce Developer Group","Los-Angeles-Salesforce-Developer-Group","http://www.meetup.com/Los-Angeles-Salesforce-Developer-Group/",4.72,1347467923000,"<p>Can't get enough of Salesforce.com and the Force.com platform? You've come to the right place! This meetup is intended to serve the Greater Los Angeles area community of Salesforce.com(SFDC) and Force.com administrators, developers, power users, and other IT Professionals looking to expand their breadth of knowledge with like minded individuals. We will focus on development, but will focus on in-house business process development as well as 3rd party app development and ISV topics. We will cover not only Force.com standards such as Apex, VisualForce, SOQL and API's, but also integrations with external systems (i.e. Eloqua, Marketo, Oracle, SQL Server, Excel, etc.) Topics will be mainly driven by community needs, addressing how the tools of the Force.com PaaS can deliver rapid development to meet actual business needs (and a few useless cool tricks) for our local members. Come code, co-mingle, and collaborate!</p>","Salesforce Developers",204135137
8923722,"Sports Analytics Hackers","Sports-Analytics-Hackers","http://www.meetup.com/Sports-Analytics-Hackers/",5,1371202021000,"Like Sports? Like Analytics? Like Hacking? For all of us who've programmed to prove why our favorite player/team is better or hacked away trying to optimize fantasy draft strategy, this is the group for you. If you like sports, data, analytics and technology and want to spend some time with like-minded geeks while watching a game, going to a game, or talking tech, we're looking forward to connecting and creating a community.","Tiffany Cheng",148634812
19782731,"LA Chat Bot Meetup","LA-Chat-Bot-Meetup","http://www.meetup.com/LA-Chat-Bot-Meetup/",4.93,1459454447000,"<p>This group is designed to bring people together from multiple disciplines to discuss conversational user interfaces. Messaging platforms are opening up their API's and creating their own ""Bot Stores"" to compete with the current App Stores. Conversational bots are not limited to SMS and messaging platforms. Virtual reality, augmented reality, robotics, and everyday hardware devices will incorporate some form of two-way communication via text or voice. It's a brave new world and we look forward to discussing the future and collaborating with like-minded hackers.</p>","Todd",149099902
19973709,"Our Lives, Our Data, LA","our-lives-our-data-la","http://www.meetup.com/our-lives-our-data-la/",0,1463702030000,"<p>In this event series we explore our capacity to use the data we're immersed in to give back to our communities and enrich our lives. &nbsp;<span>We showcase experts and case studies for making positive impacts with data on personal, local and global levels. We participate in data-for-good efforts. &nbsp;We form working groups to tackle social data challenges. &nbsp;We appreciate the latest in data art. And we build our data science and data communication skills while expanding our networks of like-minded data surfers. Datum = something given. &nbsp;Let's give.</span></p>","Dave",200046071
18195028,"Big Data Study Group","bigdatastudy","http://www.meetup.com/bigdatastudy/",5,1416215726000,"<p>This is a group for anyone interested in Big Data, Data Analytics, Data Science, Hadoop, Data Mining, Data Visualization &amp;amp; more. All skills levels are welcome.</p>","Jason",144402452
18486869,"Los Angeles Google Analytics, GTM, Big Query Meetup","Los-Angeles-Google-Analytics-GTM-Big-Query-Meetup","http://www.meetup.com/Los-Angeles-Google-Analytics-GTM-Big-Query-Meetup/",5,1425862700000,"<p>Welcome! Let's put a human face on analytics. If you're like me, I breathe Google Analytics, GA Premium, Google Tag Manager, and Big Query as my day job. Now it's slowly crept into my free time, too. It's a complex animal. Maybe we can all share experiences, tips and best practices, features and more about Google Analytics Premium. Join me in study to advance our understanding and our businesses.</p>","Edmunds.com",14990041
3135062,"Los Angeles Riak Meetup","Los-Angeles-Riak-Meetup","http://www.meetup.com/Los-Angeles-Riak-Meetup/",4.73,1327016949000,"<p>A home for Riak Users and database enthusiasts in and around Los Angeles.  We'll be bringing in speakers from startups and others who are using Riak, learning from practical experience. </p>","Basho",140545442
19286457,"Growth Marketing Los Angeles","Growth-Marketing-Los-Angeles","http://www.meetup.com/Growth-Marketing-Los-Angeles/",0,1452050529000,"<p><b>Learn Growth Marketing Tactics for 2017</b></p>
<p><b>Growth Marketing Conference&nbsp;</b></p>
<p>There’s no denying that growth marketing is hot and here to stay.&nbsp;But despite the buzz, many businesses still don’t have the framework they need to build a successful growth marketing engine.&nbsp;</p>
<p>Join a community of data-driven marketers and innovative entrepreneurs who will learn the fundamentals of rapid growth and digital marketing best practices, and growth hacking tactics for success.</p>
<p><a class=""embedded"" href=""https://youtu.be/HqKgXEG9z8k"">https://youtu.be/HqKgXEG9z8k</a></p>
<p><i>This meetup is brought to you by:</i></p>
<p><a href=""http://growthmarketingconf.com/"">Growth Marketing Conference</a>&nbsp;is the only actionable, hands-on educational event dedicated to the most important business issue today – growth. Join 1K+ high-powered attendees this December 7-8 to learn how to supercharge your company’s growth – rapidly, cost-effectively, and sustainably - in 2017 and beyond.&nbsp;</p>
<p><a href=""http://www.startupsocials.com/"">Startup Socials</a>&nbsp;is a global community of entrepreneurs that connects and empowers professionals working in the startup ecosystem.&nbsp;We host&nbsp;social and educational events across the globe where you can network, learn, and build new relationships for your current&nbsp;and future startup ventures.&nbsp;</p>
<p>Follow us</p>
<p>----------------------------------------------------------------------</p>
<p>Growth Marketing Conference:&nbsp;<a href=""https://www.facebook.com/groups/367375373411422/"">Facebook</a>&nbsp;<a href=""https://www.linkedin.com/groups/6577933"">Linkedin</a>&nbsp;<a href=""http://growthmarketingconf.com/blog/"">Blog</a></p>
<p>Startup Socials:&nbsp;<a href=""https://www.facebook.com/startupsocials"">Facebook</a>&nbsp;<a href=""https://twitter.com/startup_socials"">Twitter</a>&nbsp;<a href=""http://instagram.com/startupsocials"">Instagram</a></p>
<br>
<br>","Vasil Azarov ",197698123
20133464,"Predix Builders of LA","Predix-Builders-of-LA","http://www.meetup.com/Predix-Builders-of-LA/",0,1467335788000,"<p>Have you had a chance to try GE’s Predix, the cloud platform for the Industrial <br>Internet? Join this Meetup group and share comments, questions, and tips with <br>each other about experiences building on the Predix platform.</p>
<p>Learn what other developers are doing and swap stories with them about what <br>works best. Also get news and ideas from tech thought-leaders who share their <br>vision about industrial software, analytics, big data, cloud computing, cyber <br>security, open source, and more.</p>
<p>Jump right in to group discussions, hear conference news, and discover Predix <br>developer activities and opportunities.</p>","J12Y",12555021
12753252,"Los Angeles Big Data Users Group","Los-Angeles-Big-Data-Users-Group","http://www.meetup.com/Los-Angeles-Big-Data-Users-Group/",4.72,1391714248000,"<p>This is a group for anyone interested in Big Data, NoSQL, Data Analytics, Data Science, Hadoop, Data Mining, Data Visualization &amp; more. All skills levels are welcome. I started this group because to meet other Big Data Enthusiasts. Looking forward to start a real discussion about Big Data in Southern California. LABDUG</p>","Subash DSouza",2745005
18033242,"Southern California Julia Users","Southern-California-Julia-Users","http://www.meetup.com/Southern-California-Julia-Users/",4.58,1414997801000,"<p><a href=""http://julialang.org/"">Julia</a> is a high-level, high-performance dynamic programming language for technical computing, with syntax that is familiar to users of other technical computing environments.  We are a group of scientists, programmers, and data scientists in Southern California who want to meet up and talk about Julia.  Everyone from San Luis Obispo to San Diego (and beyond!) is welcome to join us.  Come to our events, and share what you're working on or learn how to get started with Julia!</p>
<br>","Darwin Darakananda",182091352
18710107,"Southern California Sales Engineers","Southern-California-Sales-Engineers","http://www.meetup.com/Southern-California-Sales-Engineers/",5,1435692785000,"<p>Whether you're<span>&nbsp;called a Sales Engineer, Solutions Engineer, Pre-Sales Engineer, Technical Consultant or Solutions Architect, this is the meetup for you. Regardless if you are selling software or hardware,&nbsp;everyone in technical sales is welcome in joining our Southern California based Meetup Group. For those of you interested in making the switch to the dark side from Software Engineering, Technical Account Management, or even as an Account Executive, feel free to have a look. Anyone who is in the California tech scene is more than welcome to join.</span></p>","Ravi Gadhia",11879313
19091642,"Los Angeles Quant Club","Los-Angeles-Quant-Club","http://www.meetup.com/Los-Angeles-Quant-Club/",5,1446684467000,"The Quant Club is for anyone interested in quantitative finance and machine learning. We plan regular face-to-face meetings in LA where we share ideas and thoughts about quantitative finance. The Quant Club is for people interested in learning more about algorithmic trading. We are going to invite speakers to present their research. A special interest of the Quant Club is the application of machine learning tools for building quantitative trading systems. We are looking forward to meeting with you to jointly build trading systems using machine learning and other techniques.","Dirk",163111632
19103330,"Sports Colab LA - Intersection of Sports + Tech","SportsColabLA","http://www.meetup.com/SportsColabLA/",0,1447035085000,"<p>Connecting the sportstech ecosystem of LA, Orange County and Southern California for monthly gatherings, including tech, startups, founders, developers, investors, sports biz, teams, leagues, athletes, media, venues and events in areas of sports, entertainment, media, digital health, fitness, fan engagement, wearables, IoT, sensors, VR, AR, streaming, video, data, analytics, social, mobile, apps, eSports, gaming, fantasy sports, e-commerce, ticketing and more.</p>","Akif Malik",192033339
18511466,"ScalaLA","ScalaLA","http://www.meetup.com/ScalaLA/",0,1426785438000,"<p>Interested in learning about Reactive applications? Founded by engineers at Cargomatic, this group is dedicated to providing the community with real-world examples of using Scala, Akka, and related technologies to create highly-concurrent distributed applications.</p>","Tom Bray",8217854
20105839,"Predictive Analytics and Data Science using R, ML, Spark","Predictive-Analytics-and-Data-Science-using-R-ML-Spark","http://www.meetup.com/Predictive-Analytics-and-Data-Science-using-R-ML-Spark/",0,1466660688000,"<p>We are technology enthusiasts from excited about emerging technologies. Analysts, Engineers, Students, Project Managers, and Managers who want to learn and pursue career in predictive analytics and data science are encouraged to join.</p>","Ravi",7414718
16378992,"Python Data Science LA","Python-Data-Science-Los-Angeles","http://www.meetup.com/Python-Data-Science-Los-Angeles/",5,1407993093000,"<p><a href=""http://datascience.la"">DataScience.LA</a> is starting a Python for Data Science meetup! While the LA data science meetup scene has been dominated by R (mainly because of the <a href=""http://www.meetup.com/LA-RUG/"">LA R meetup</a> one of us started 5 years ago), there are a lot of data scientists using Python. Our <a href=""http://data-science-la.tumblr.com/post/82349580838/data-science-toolbox-survey"">quick survey</a> at the LA Machine Learning/Data Science meetup a few months ago revealed that most of the meetup's members are using R or Python, with R having only a very small lead. Therefore, to serve  all these Python users we need a Python for Data Science meetup! Also check out our site <a href=""http://datascience.la"">datascience.la</a> with materials from various data science meetups, interesting blog posts and much more.</p>","Eduardo Arino de la Rubia",8470505
20172406,"Hack Santa Monica Meetup","Hack-Santa-Monica-Meetup","http://www.meetup.com/Hack-Santa-Monica-Meetup/",0,1468267148000,"<p>This group is for data enthusiasts, civic hackers, smart city advocates, and others who want to learn or apply their skills to make Santa Monica a better and smarter city through the analysis of open data. Santa Monica open data portal can be accessed through <a href=""https://data.smgov.net/"" class=""linkified"">https://data.smgov.net/</a>. We will organize small-scale meetups to discuss what and how we can do to use existing Santa Monica open data, learn new ideas and data skills from each other, and present our works! We will also invite Santa Monica technology teams and even the mayor to come and join us!</p> 
<p>You don't have to be a data genius to join us. Everyone is welcomed!</p>","Mingbo Gong",198335846
20101241,"U.S. National Security & Intelligence- Sector Interest Group","U-S-National-Security-Intelligence-Sector-Interest-Group","http://www.meetup.com/U-S-National-Security-Intelligence-Sector-Interest-Group/",4,1466551945000,"<p><b>Is the U.S. National Security &amp; Intelligence- Sector Interest Group (SIG) right for you?</b></p>
<p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/c/5/6/a/600_451370538.jpeg""></p>
<p>Are you already an active cleared professional, in the Critical Infrastructure Sector of the Defense Industrial Base (DIB) or Intelligence Community?&nbsp; Are you somehow connected to the U.S. National Security &amp; Intelligence Ecosystem supply chain?&nbsp; Do you interact with Washington, DC thought leaders on International Affairs or Foreign Policy issues? This group might be for you.</p>
<p>Does the <b><i>DARPA Demo Day, Hacking for Defense (H4D) or the topics of Asymmetric Warfare or Lean LaunchPad Methodology </i></b>interest you?&nbsp; Are you ready to challenge your thinking?</p>
<p>Our monthly Executive Forum style-format will invite 8-12 ""Thought Leaders"" to share knowledge, insights and dialogue on a predefined problem set.&nbsp; Your cohort peer group will be carefully selected to provide a diversity of thinking and relevant expertise at the event.</p>
<p>We will be meeting the 2nd Wednesday of each month (except Sep &amp; Dec) from 8:30AM to 10:00AM in El Segundo, CA 90245.&nbsp; Locations may change, as we gain new meeting sponsors for the SIG.</p>
<p>If your company or organization would like to sponsor an upcoming Cohort at your local business, hotel or a restaurant, please let us know. <br></p>","Peter H.",205791713
13365372,"Internet of Things Los Angeles - IoT LA","IoT-Internet-of-Things-LA","http://www.meetup.com/IoT-Internet-of-Things-LA/",4.9,1394938215000,"<p>IoT LA is a meetup for people who are passionate about the Internet of Things, who want to learn more about this emerging tech market, who want to grow their network, and meet interesting people. You know it is getting serious when Google spends 3.2 Billion on Nest. Let's create our own opportunities and bring our products/ideas alive.&nbsp;<span>Please have a real name and a picture when you join this group. We often have to supply names when visiting our host companies.</span></p>
<p>Thanks!</p>
<p>Tania</p>","Tania Damha",13458831
19803775,"Manhattan Beach Professional Development Meetup","Manhattan-Beach-Professional-Development-Meetup","http://www.meetup.com/Manhattan-Beach-Professional-Development-Meetup/",0,1459875555000,"<p>In this meet up, we are organizing a series of talks about data science. We are looking forward to meeting local data scientists, please join us to start our series of talks on data science. Thank you.&nbsp;</p>","Farshad Kheiri",196433581
19311232,"Android development from scratch","Android-development-from-Zero","http://www.meetup.com/Android-development-from-Zero/",4.93,1452387050000,"<p>We are a group of students, young professionals and entrepreneurs who are interested in Android mobile application, we meetup to learn Android developments</p>","Jason",197880709
9505412,"Big Data Developers in Los Angeles","Big-Data-Developers-in-Los-Angeles","http://www.meetup.com/Big-Data-Developers-in-Los-Angeles/",4.5,1374710045000,"<p>This is an IBM sponsored Big Data meetup group.� Geared towards developers, data scientists and ALL Big Data enthusiasts, our meetups provide an opportunity to work hands on with the solutions and tools in our Big Data portfolio. Our Meetups typically include a 45-60 min (max) presentation that serves as an introduction and overview for a specific Big Data technology.� It is followed by ~3 hours to collaborate with fellow developers and apply your Big Data skills.� We provide a cloud environment that you can run through the browser of your laptop at NO cost to you.� Our meetups are FREE. Meetup topics include: - Hadoop-based analytics - Stream Computing - Text Analytics - Visualization and Discovery tools for Big Data - Big Data App Development - Deep dives into the technologies that makes big data processing possible - Anything and everything about Big Data Join us today for a hands on software development experience.</p>","Nancy Berlin",200241805
6023532,"Los Angeles HBase Users Group","Los-Angeles-HBase-User-group","http://www.meetup.com/Los-Angeles-HBase-User-group/",4.61,1354059732000,"<p>This is a group about discussing HBase and promoting HBase within the Los Angeles community</p>","Subash DSouza",2745005
20269708,"Kaggle Team Meetup","Kaggle-Team-Meetup","http://www.meetup.com/Kaggle-Team-Meetup/",0,1470109216000,"<p>The purpose of this Meetup is to sharpen our data analysis skills by working on Kaggle competitions.</p>","Wilfredo Rodezno",109538572
18213058,"techDT.LA","techDTLA","http://www.meetup.com/techDTLA/",4.83,1416889378000,"<p>Relax and enjoy a cozy atmosphere in the middle of DTLA's hustle, join informal presentations and group discussions with food, drinks and wifi. &nbsp;Hang out with local tech professionals, chat about your latest project, and maybe even pick up a thing or two. Looking forward to seeing you at the next meetup.</p>","Tim Fulmer",50591082
20182674,"Huntington Beach Business Intelligence Meetup","Huntington-Beach-Business-Intelligence-Meetup","http://www.meetup.com/Huntington-Beach-Business-Intelligence-Meetup/",0,1468481031000,"<p>We will cover all details of internet marketing and data processing</p>","Allen",11263701
6231892,"LA Amazon CloudSearch Group","LA-Amazon-CloudSearch-Group","http://www.meetup.com/LA-Amazon-CloudSearch-Group/",4.9,1355445004000,"<p>This group will focus on the use of Amazon CloudSearch for the development and deployment of search applications. Amamzon CloudSearch is a fully-managed search service in the cloud that runs in the AWS cloud. Presentations and discussions will cover topics such as: Set up and getting started with CloudSearch Configuring search fields Relevance tuning APIs and integration Security Working with other AWS services User cases and lessons learned This group is for anyone interested in search technology - such as search developers, web application developers, architects, IT and search application users.</p>","Tom Hill",5817921
19678916,"South Bay Big Data/IoT Business Startup","South-Bay-Big-Data-IoT-Business-Startup","http://www.meetup.com/South-Bay-Big-Data-IoT-Business-Startup/",5,1457419779000,"This is a group for anyone who is interested in exploring the opportunities in big data analytics, IoT, and business intelligence. I am looking for engineers and MBAs who can think outside the box and are looking for second careers in this emerging field. My goal is to identify needs in all area: business, health, transportation, etc, and connect them with the technical teams from other Meetups and execute. My background is in engineering but I also have a MBA. Hope to meet you all.","Alan Lui",170726292
